,blog
84,"I slept in until about 6:45. I went to what I thought was a resturant - no, it was actually a building covered with weeds. I debated on just pushing on to the next town but felt empty as last night's supper was warm gatorade. I was directed by a lady to the resturant that was still open. The resturant had seen better days. The coffee was lousy and the breakfast was not much better. The company was great. I was talking to an older couple and the lady was quite interested. For someone who had never done a long trip, she seemed to understand what I was facing. She knew that the wind must make life pretty tough at times. I paid the bill and went 20 m down the road and a lady stopped me. She wanted to know the details of my trip and then proceeded to tell me about several other bike groups and indviduals that she had talked to recently. I am sure my story will be shared with the next cycle tourist she meets. The lady was very senior but extremely sharp. Hope someone says that about me some day. I finally got going and decided that Saskatchewan was the friendliest place I had ever toured. In resturants, people often include you in coversations as if you had been friends for years. The road had a wide shoulder from Craik to Asquith. However, it was quite rough in spots. I would rate it as Good 50% and Fair 50%. Sometimes, the rough stuff robbed you of almost all of your speed. Speaking of momentum robbing, the wind bugged me all day. It varied from 45 degrees to my right to about 90 degrees on my right. It was a fair breeze and I estimate the wind speed to be about 20 km/h. As I was in no hurry, I stopped several times. It was 30 C out today which would normally be mighty hot for me as I can't tolerate the sun that well. After yesterday, it was not a problem. I stopped in Davidson and had second breakfast. The breakfast and the coffee restored my faith in rural Canadian cooking. It was deluxe. I arrived at the outskirts of Saskatoon just about supper time. The traffic was heavy and it was still pretty warm. There were some large maps on roadside signs. They made some nice looking shade so I had a short map. I woke up a short time later and decided I had best get moving. I studied my map (which I must have left there - ouch!) and studied the maps on the signs. The route to get onto 14 West was easy enough. I travelled through some tough traffic and finally found the road I needed. Small problem: no bikes allowed. That forced me through town on 5 West. After some confusion, I stopped and asked for directions. The first man apologized 50 times for not knowing the way. The next guy I asked gave me good directions on how to get through the city and onto 14 West. Going through the city was the pits but I really enjoyed looking at the universities and colleges. My plan was to drive to the western edge of Saskatoon and be in a good position in the morning to roll. Well, for some reason, there were no motels on the west edge on Highway 14. After a bit, I had to admit to myself that there were not going to be any motels so you might as well face reality and make a decision. I have this thing for going over ground I already covered. Perhaps I ought to rethink that travel strategy. I came upon a sign: Asquith 38; Biggar 91. Ouch, this is not good. I was already committed. In my paperwork, I have a sheet that tells me if there is a motel in the smaller towns. However, I never looked at it. There was no phone for me to phone ahead to reserve a room. What good would it do to know that there was nothing in the next town? Would that increase my morale and encourage me to pedal faster - I think not. I just kept on going. At about 9:45 I put on my ""tiny"" headlamp. It appears to be very bright and I am sure it was useful in that cars coming towards me could see me more easily. I have a good tail lamp and people gave me a wider berth than they generally did during the day. As far as the light illuminating my way, it was next to worthless. I could see my front tire and the time on the bike computer. Yes, my front tire is still there and yes I am an idiot for being out at this time. I had thought of a clever way of mounting my light to my aero bar. It was so clever it did not work. The first bump that I hit caused the light to want to leave the bike. Here I am trying to rescue my light and the bike is threatening me with a trip to the ditch. Fortunately, the bike, the rider, and the light all survived. Finally, after what seemed like a lifetime, I came upon a sign: Asquith 1 km. Driving in the dark is an extremely slow affair. As you can't see debris or potholes, you got to go slow. Whem I got closer I could see what I thought the town had to offer: nothing. Ouch, this did not look good - the only business I saw was a closed gas station. From the highway, I could not see any lights of signs of life. Then, I saw a car drive down the street and stop and what appeared to be a store. I rode down to where the store was and saw a hotel. It was the old fashioned ones where they have room up above. I went into the bar and asked for a room. After a bit of confusion, I got a room. It was only $21 which made me a bit suspicious. However, my other option was sleeping in a ditch so I took it happily.  I was given a key and then asked the room number. The bar tender replied, ""Take anyone you want."" I must have looked quite stunned as the manager appeared at that time and offered to show me the way. I told her that I had to bring my bike into my room. She thought I meant a motorcycle but was OK with my bike. The room was a no star affair. I walked into the room and it had a bare bulb hanging from the ceiling. It was a least 40 C in the room. I put Susie to bed and went down to have a beer - it had been a tough day. A young man, who seemed to have some sort of position at the hotel joined me for quite a while. He would ask questions about my trip and then laugh until he almost choked. He suggested I have as many beers as I could as my room was not going to cool off. I followed his advice. I told the young man that I had lost my map. He went and got one of his and showed me the route. The other bar tender went around to each table to get an idea of which towns would have a motel. Several people started to talking to me and sharing what they knew of the towns ahead. Beer must make you smarter as their information was far more accurate than I usually got from the locals. After the bar closed, I went upstairs to face the heat. Oh, it was hot. The bed had a pre WWII look but was surprisingly comfortable. I was sound asleep in minutes. I woke up in the morning covered with sweat but glad I was not laying in a ditch. The ditch would have been warm enough if I used all my clothing and rain gear. However, how many bugs would want to take a nibble of a cyclist in the wee hours? Mental Note: Get a proper light or stop earlier in the day. Last night I had warm gatorade for supper and tonight I had a bag of peanuts and several Canadian."
85,"When I got to the street, I was surprised to see a store open at 7 am. The store even had Power Ade. The lady directed me to the only resturant that was open at that time of day. The coffee was terrible and the food was worse. As I was picking at my food, I noticed the sky became incredibly dark. The darkness seemed to move across the ground. Normally, I would have not mentioned it and just thought, ""You got to rest more boy, you are seeing things."" But, the table next to me noticed it too and once of them guys asked, ""Is that an optical illusion?"" It was might strange. I got on my bike and started off with nasty black clouds and a 20/30 km/h wind. I had decided that it was going to be a short day. When I got to Biggar, I had lunch and was seriously tempted to stay in Biggar as the wind was becoming ignorant. It was 40 - 50 km/h and complete head wind. Then the rain started coming down. In Saskatchewan it is so dry, I did not mind the rain. I wore my light rain jacket and was just fine. The next town was Landis and it was only 40 km. I should have been able to do it in just over 2 hours. After 5 hours I arrived to find, ""We used to have a motel but we don't anymore.""  ""Oh!"" I replied, trying not to sound too disappointed. I found that the next choice was Wilkie and it was 31 km away. I stopped on the side of the road just outside of Landis to try to give myself a pep talk to get going once again. I noticed that the rain was stopping and the wind was going much slower. The road was freshly paved. The shoulder had not been done but I went to Kindergarten and know how to share. I thought that the sun was even trying to poke through the clouds. With a smile I got back on the bike thinking that 30 km is child's play. Well, the wind had not stopped. It just seemed like that as Landis is a bit lower than the surrounding area and somewhat protected from the wond. The road was only repaved for 2 or 3 km. On a positive note, I felt the wind was only doing about 40 km and had actually shifted to a cross wind. I was convinced that the wind would turn into a tail wind - it didn't but I could live with a cross wind much easier than I could have lived with another few hours of a head wind. The roads today varied from Good to Hell. Right out of Asquith it was quite decent. The rest of the way was not good. Some parts almost felt like seal coat and that stuff just robs you of any speed. There were parts that had huge gaps and rough spots. The cars did not have it much better. In once place, the cars had worn a grove of at least 8 inches. A motorcycle would be well advised to exercise extreme caution. The last few km into Wilkie, the road went completely to the Hell category. There does not appear to be any rule about how bad a road can be in Saskatchewan. If I was the Lord of the land, my rule would be that the Minister of Highways and Transportation has to do a 1000 km trip each summer in their own province. What would they say against it? Would you say the roads are too dangerous; our business are not worth supporting and my family would rather go to the USA; I don't belive in setting good models for healthy living and would rather go to the bar and smoke and drink; or... (Forgive me I was stressed when I came up with the plan.) Finally I got to Wilkie. My room was reasonable and at a reasonable price. I started to walk downtown and after quite a ways, I asked someone where the resturant was located. It was far enough away that I went back for Susie. I unloaded her and rode downtown. The exterior resturant needed painting badly. The food was awesome - the ginger beef was a good as I have ever eaten. After a couple of Canadians, I left feeling much better. My bike felt so incredibly light. I got on it and for a few seconds, I forgot that I was an old fat guy and just cranked it. The bike screamed through the quite neighbourhoods of Asquith. I felt like I could have set a new sprint record for myself. I was wishing some punky teens would have driven by so I could have kicked their butts. When I got back to the room, I had an overwhelming desired to lay down. I guess the sprint must have taken more out of me than expected and my little ""lay down"" turned into a 4 hour nap. I woke up, got undressed and went back to bed.   "
86,"The first 10+ km were straight, up a slight grade and decked out in brand new pavement. Oh, it was sweet. After the new pavement was no more, the entire road to Alberta was Good to Fair. Even the fair sections were not so bad as the traffic was light. About 20 km short of Macklin, I came across a young tour cyclist from Peterbourgh Ontario - Ryan. We traveled together for 20+ km. Ryan's load was so big he made a perfect wind break.  He was headed for Yellowknife. His bike was totally loaded down and he was talking about getting bigger panniers for the front. His rear panniers were much larger than mine. He was riding with 37 mm Conti that he had worn totally bald. He likes to ride gravel and combined with the weight of his load it was deadly on his tires. He was headed for Yellowknife and thought he should invest in rain gear and warmer clothes. Ryan, I can only wish you good luck and please check on the conditions you will be facing. The NWT is not like S. Ontario! We went into Macklin for lunch and then parted company. I expect to see him again some day.  Provost was around 20 km from the Alberta border. When I hit Alberta, the quality of the roads improved incredibly. The roads seemed to all are going downhill. I just ripped into Provost. My 25 mm Kevlar's (skinny tires) just flew on the smooth Alberta pavement. Actually, by Alberta standards, Highway 13 is not that great. By Saskatchewan and Manitoba's standards, they were a work of art. I got a good motel: it has a restaurant and lounge in the same complex. The restaurant opens at 5:30, which is excellent. Mind you, tomorrow will be an easy day so it is unlikely I will need such an early start.           guestbook     "
87,"The road was sweet and traffic was light. I stopped several times for no apparent reason. It is nice to just stop, reflect on life, and listen to the bugs and the birds.  Had lunch at a little resturant in Hughhenden. The food was fine but what I really enjoyed is that they had a good TV music station. It is amazing how much I miss music. I had a couple extra cups of coffee just so I could enjoy the tunes. I headed off and made Lougheed in about 6 hours from when I started - including all the breaks I took just for sport. I will be staying with family for several days and I am looking forward to the rest. I am confident that the rest will be good for me. I am looking forward to getting going with well rested legs. The next bit of the trip is one that I have done both ways just last year. I have this idea that if I really hammer, I could take a day off the time. Or, I could just enjoy myself."
88,"My brother-in-law suggested that I use an alternate route. Instead of heading west on 13 that I should got north on 870 and then head west on 14. Highway 14 has much wider shoulders than 13. After I get to Sherwood Park (part of Edmonton) take 21 North to Ft. Saskatchewan and then head west on Highway 15. This route takes you to Highway 37 and then runs into Highway 43. If I stick to the new plan, I will shave a day off my travel time. Also, I have the chance to ride where I have not ridden before. The entire route was: Excellent 50%, Fair 45%, and Fair 5%. There were a couple places where rumble strips were most annoying. There were a couple places where the repair crew really needs to visit. Today, the roads, wind, and weather, were as much in my favour as any day of my trip. As the day wore on, it got hotter and maxed out around 31 C. In the afternoon I had a serious nap under a tree. I have no idea how long I slept but I felt good when I woke up. As I was riding along, I thought the bike was getting sluggish. Shortly thereafter I had flat #3. I suspected that I had a very slow leak and the tire got too soft resulting in a pinch flat. I really should have checked as soon as I suspected there was something amiss. However, after enough hours in the hot sun, it is hard to consistently make wise decisions. The Kevlars are easy to change and I was soon on my way. I got into Ft. Saskatchewan and got a nice motel room. It is located in a massive complex of fast food outlets. There was some question as to if there would be a room for me. It was only 7:30 but there was very little room at the inn. Fortunately, there was a room and I was soon cleaned up and ready to do some serious eating. I went to Pizza Hut and they did not disappoint. I was wolfing down their generous portions, I thought this would not be the type of meal you would want to eat if you had driven a car all day. The dinner must have been in the 2000 calorie range. I had 'biker's appetite' and it was not a problem. Right now I feel rather bagged, as it was a long day. I was only on the road for 12 hours but it got a bit warm in the pm and it took its toll on my old body. I think I'll lie on the bed and change channels aimlessly.
"
89,"The young clerk at check out was apparently only doing the clerk job as a temporary measure and is really a comic awaiting a gig. She asked me about my trip and then proceeded to tell me that there was no way I could make it. It was too far, the traffic was too heavy, and it was going to be nasty hot. She then told me not to worry as there was a nasty wind predicted. This struck her as very funny and she howled amused by her own clever wit. The clerk promised that she'd watch for me on the side of the road when she travels to BC in 3 weeks. She was still laughing as I was heading out the door.  I asked for directions to Highway 15 from a group of men getting their early Timmy fix. I have developed a habit of asking different people for directions to the same place and found it saves a costly misunderstanding. I found Highway 15 easily but was soon regretting taking this route. Neither 15 nor 37 are designed for safe bicycle travel. The shoulder is nearly nonexistent and it has a very sharp drop off. The paved shoulder is about a foot higher than the gravel and is sloped at a nasty angle. Drift off to the right side of the road and you'll be requiring first aid. Drift off to the left side and you won't be requiring first aid but that is a different issue. My mind drifted while I was playing shadow puppets with my helmet. If I held my head in a certain way, my helmet looked like a surreal ET. I nearly drove off the right side of the road looking at an alien growing out of my head. After I quit shaking, I vowed to stay focussed.  Exiting stage right would not have anything positive for my complexion. My mind was turning to mush and I was infinitely amused. At about 10 am, I was slogging up a hill and seemed to having more problems that I expected. After I made it to the top of the hill, I checked the tire and it was probably at half pressure. After pumping up the tire and hoping the tube would magically fix itself, I carried on. I carried on for a short while and realized that the magic cure was not happening today. I stopped and took the rear tire off and decided that I had to deal with the issue. I examined the inside of the tire and it was fine. The problem was that after 5000 km (3000 km loaded) the Kevlar just wore out. There were several stretches three to six inches long that were basically shot. I put on the Continental Ultra 3000 Kevlar. What a sweet tire. It looks like it will wear much better. The tire only has Kevlar on the sidewall and the tire that makes contact with the road is rubber. I have had very good success with regular Continentals. After putting the dead tire in my pannier, I checked the front tire. It looked like it had a bit of life left in it but this is its last trip.  After a rather tough go, I had lunch in Onoway. This is where 37 merges into 43. Highway 43 in this area is mostly Good with the occasional bit of Unbelievably Good thrown in for good measure. The shoulder could me used as an airport runway in a pinch.  Highway 43 heads northwest. The change in direction gave me a tail wind making pedalling optional. My Gatorade supply was topped up, I had just eaten, the wind was at my back, and the road was a thing of true beauty. Also, I was now back in the travelling grove. It is one of those things where you feel the entire force of the universe is focussed on serving your best interests. Perhaps this only happens to cyclists in the hot sun.   As the day progressed, the temperature soared. The universe had gone from serving my best interest to trying to turn me into a grease spot on the side of the road. The sky started to cloud over and I thought relief was in sight. Sorry, combine soaring heat with dark clouds and you have humidity problems. The sky kept getting darker and darker and the humidity went crazy. The sun poked through and the smell reminded me of working in a greenhouse as a child. I felt like I needed to get out the greenhouse for a second to catch my breath.  Just outside Mayerthorpe, I had stopped for a rest next to a roadside map. Within a few minutes the lightening and thunder started. It was the kind of thunder that seems to just keeping coming and coming. The temperature dropped 10 degrees and it started to rain. I used this as a good excuse to stop at Mayerthorpe instead of soldiering on to White Court. Mayerthorpe is a small town of 1700 people. The only motel choice was reasonably priced so I got a room. The clerk suggested I go to the Lariat restaurant, which I did and pigged out once again. I stopped at a store to get more Gatorade and picked up a Scientific American so I would not be tempted to stare mindlessly at the TV. If you have been on the road for several weeks and your brain has been mushified, a magazine like Scientific American is probably not the best choice.
"
90,"The roads varied form Excellent 25%, Good 25%, and Fair 25%. The highway is totally twinned from Mayerthorpe to past Fox Creek. The side going north is the old pavement. Some of the road had rumble strips that made most of the shoulder mostly worthless. This was most annoying when going downhill as it prevented me from going very fast. If something gets in the way such as gravel, rubber from a truck tire, or a big gap in the pavement, you don't want to be going very fast if the swerving options are limited. Coming into White Court, a young man rode with me for a while. He asked me about my trip and said 'Wow!' in all the appropriate places. He sped off and I made my way into White Court hoping to find a Timmy's for lunch. White Court has the busiest Timmy's I have ever visited. There were 13 cars lined up in the Drive Thru. There must have been 12 people in front of me in the line up inside. I came to the conclusion that the 200+ km was going to require lights and a massive dose of energy. Having neither lights nor the required energy I decided that Fox Creek would be just fine. I took it very easy all afternoon. If the mood struck me, I stopped. There was no real reason to stop except that I felt like it. I have no trouble relaxing on the side of the highway listening to the grass grow and the insects buzz. The vegetation on the side of the road may appear to be weeds to the average commuter but if you examine them closely you find a wide assortment of wild flowers. The wind was not on my side today. Pretty much a 20 km/h headwind all day. 20 km/h is not the end of the world but it really starts to wear on you after 12 hours or so. Up ahead I could see a sign and was convinced that it was going to say: FOX CREEK 2 KM. I felt pretty good that I had just had a lazy day and was already at my destination. Yeah right! The sign did say Fox Creek but the number was different: FOX CREEK 34 KM. Not having a bike computer sure throws me off. 32 km is only about 2 hours but if you think you are ready to quit riding 2 hours seems like a long haul. Today was a good day. As yesterday was a pretty easy day, my legs and spirits were both in good shape. The blue sky and cooler temperatures made it a relatively relaxing day.  Fox Creek is the land of Motels. It is a small town and the number 1 reason for its existence appears to provide a home for a slew of motels. The clerk wanted to hear my entire story and just stared at me and shook her head. She asked if she could ask me a personal question. She asked me how old I was and was shocked that I was as old as her father and could bike all day.  Right now it is shower and suppertime. My motel has laundry facilities so I did my laundry as well. By the way, if you put any wet sweaty clothes in a plastic bag in a hot pannier, you are not wearing them again until they are washed. There are no exceptions to this rule. My shirt (to me) smelled relatively OK when I put it in the bag last night. Today when I took it out to wash it I was not sure if one wash cycle was going to do the trick. It must have been good quality soap as the wash came out OK.   "
91,"There seems to be a nasty hill missing between Fox Creek and Valley View. I am sure it was here last time I passed through. All day I expected the hill to be just around the bend. I really took it easy today. There would be those among us who would think I took it too easy. I stopped for no reason except to watch the rivers flow by, to engage in conversation with a herd of cattle, or just to listen to the insects buzz. The weather was very cooperative today. Had a slight wind that was either a crosswind or a headwind. It was so light that it was of no consequence. It was cool enough to wear my vest all morning. I never really got too hot today which is not bad for Alberta in early August.  Today was a great day! It was more like a holiday than a bike ride. Everything seemed to be geared to making my life easy making me feel totally blessed yet once again. It is funny how you can travel in a car and it is a bit dull. Travel in the elements and have one thing go your way and you are convinced that the universe is making a point of ensuring that you are personally pampered. Tomorrow will be another easy day.
"
92,"The road was great. Although much of it has not been twinned, it was in good shape anyway. The terrain has been getting steadily hillier since yesterday. Today is the peak as tomorrow is reasonably flat once again. The wind was a bit nasty although it paled in comparison to the other two times I ventured this way. It is a short ride but when the wind is doing 25 km/h in your face, it seems longer. By the late afternoon the wind had died down to about 10 km/h with the occasional gusts just to remind you that it was doing you a favour by being so mellow. I have had trouble with this run each time I have taken it. The first time while heading east I was so bagged from the 234 km effort from the day before I felt slightly depressed. On the return trip the wind was so nasty I had to stop just to get away from the wind blasting me. And today, although not a nasty wind, it was blowing in my face. There is no place to eat between Valley View and Grande Prairie. I stopped and had an ice cream cone in Crooked Creek. The young attendant in ice cream shack came out and joined me. He asked lots of questions about my trip and thought he should do something similar. We found that we have common love: Powder King. It is a small world. I passed a large mower on the side of the road. It was kicking up a massive dust storm. Yuck! The operator must have seen me coming as he stopped until I passed. I was very grateful, as I did not feel like eating a couple pounds of road dust. Remember the hill that was missing yesterday? I found it. I was convinced it was between Fox Creek and Valley View but apparently it was between Valley View and Grande Prairie. Last year it was a nasty scorcher when I was travelling from Valley View to Grande Prairie and I had to stop and rest on the hill. There was no way I was willing to let a hill make me rest today. The hill, I suspect because it was not too hot out, was not such a big deal. It was like the East Pine hill only bigger and with better pavement. I got stubborn and refused to use the granny (lowest gear). The trucks crawled past me and I stood up on three different times and tried cranking it. I never was able to keep up with any of the trucks but I gave it a noble effort. Several cars honked in support.  I took it too easy today and did not make Grande Prairie in time to go to Source for Sports to get some new tubes. I was riding without any spares. I had two tubes with some life left in them but I could not find the holes in them. Let's hope this does not cause me trouble tomorrow.  Today was another awesome day. I felt good all day and felt that I was not in any hurry or under any pressure. I used to think the best thing to do was rush and then you get to rest in a motel room. Now, I prefer to use all the available time during the day. I find it quite easy to find a rest stop. I just sit in the ditch and watch life go by. If you can find shade it is totally bonus. Shade that is not man made is pretty rare in the Prairie Provinces but the occasional tree offers some relief.
"
93,"The road had some serious problems. From Grande Prairie to Hythe it was Good 50% and Excellent 50%. From Hythe to the BC border it varied from Poor 50% to Very Poor 25% and Hell 25%. I was trying to take advantage of a long gentle downgrade and let my speed build up. The constant smashing of my skinny tires into the massive, sharp-edged cracks in the pavement was starting to me nervous. I kept thinking, 'How much abuse can my tired front tire take?' The answer was to come fairly soon. I stopped at Demmit Park for a break. I've stopped there each time that I biked this route. It started to spit so I parked Susie in a shelter that once held a stove for cooking. It was very cold all day. When I stopped for the evening. The Weather Channel claimed it was 16 C, I would have guessed 10 C. I passed into BC and have to say I filled with mixed feelings. One, I had made it! Two, I had made it meaning the trip was practically over.  My question of how long can my front tire take this kind of abuse was answered within a km or two of entering BC. The front end felt all squirrelly and when I checked, sure enough it was half flat. I took out the tube and was able to find the hole. I was convinced it was a snakebite pinch flat that should have the 2 marks like a set of fangs had taken a bite. I could only find 1 hole. I put everything back together but did not feel very confident about the tube holding. Within 15 minutes, I was taking out the tube again trying to find the hole. Again, I could not find the hole so I did the only thing I could think of at the time. I massaged the patch on the tube to see if I could get a better seal. I rechecked inside the tire for an offending object that had pierced its way through the tube. After a few minutes, I found that there was something sticking through the tire but could only be felt from the outside. No idea what the object it was but I pulled it out and carried on and the tube got me into Dawson Creek. Although I had to fix the tube twice and in the rain, it did not seem like a big deal. After getting on my way once again, I saw one of my favorite sights. A long easy downgrade designed to make my life easier. I smiled and gave the brakes a little squeeze in anticipation of having to put them on a bit to stop from going into hyper speed. My smile vanished instantly. The front brake was worthless and the back brake on a bike is basically worthless at the best of times. Fortunately, I was not going very fast so the back brake and my foot dragging brought the bike to a stop. The cable had slipped out of its housing. If I had not noticed the problem with the brake when I did, the prognosis could have been rather grim. I made it into Dawson and headed straight for Timmy's. It had basically quit raining and I was only a couple of kms away from where I was going to stay. Timmy's was good as usual. I ran into a teacher at Timmy's and she was very impressed with my achievement. I had supper at the Lodge café. I had my traditional steak for supper and think it may have been one of the best I have had on the entire trip. I have made it my mission to do my level best to help the Alberta's ranchers until the Americans come to their senses and open up the border. A burger for lunch and a steak for supper had become my usual fare. If every Canadian followed suit we would not have to worry about the Americans opening the border to our farmers.  I stopped at the magazine store in Dawson Creek. They have tons of magazines. Unfortunately, biking is rather low on their list. I could only find 1 magazine on street riding. Right now I am so stuffed the only thing left to do is have a rest and read my magazine. Tomorrow, I plan on sleeping in - big time!!   "
94,"By 10:30 I was on my way. The first bit to Arras was rather sweet. The road is not really brand new but it is in pretty good shape. After Arras I hit the construction zone. It is 65 km of no shoulder. I don't mean a small shoulder, I mean no shoulder. It was even worse than Manitoba as you could not, without a mountain bike, ride on the unpaved shoulder. It had been graded and had big chunks of rock hard mud and boulders making travel impossible. The traffic was blocked behind me and when the dam burst and all the traffic came through, I had to pull over to let them by if there was any traffic approaching me. There were a ton of double dump trucks. They passed in me in a near constant stream. However, I was so happy when I saw what they were doing I made a point of thanking the flag people for the excellent job they were doing. I suspect they don't get a lot of feedback on how they are improving society and they looked at me rather strangely. One young man and I got into quite a conversation on how important good roads were to safety. I now have three local rides: a 200 km route with a fairly gentle terrain; a 200 km route with a nasty terrain; and a 320 km route that is so very nasty people write stories about it. Truly, I am blessed. Well, blessed or not, that last tube I put back in for the third time was not willing to let me make it home. At the turnoff to Little Prairie School, (about 2 km from home) the front tire communicates that it is short of air and not willing to travel in a straight line. I could have just pumped it up and made it home. However, I wanted to go to the pub and have supper. There is no way I wanted to come out of the pub to a flat so I took off my front wheel and removed the tire. I started looking for my new tube when a friend of mine showed up on her T2000 Cannondale. I was too spaced out to locate the tube I had stored just 8 hours previously so she lent me one of her tubes. After a steak and just two beers I was off to my house. Soon I was asleep and slept to about 6:15 when I got up to work on this journal!   "
95,"THE WHY? for France is pretty obvious really; get some early summer warm weather, cycle on lots of quiet roads through varied scenery; sit outside cafes having a nice coffee; eat some good food and generally have a great time - but not too great a time of course as I will be be wifeless. The other WHY for me is that for the past 12 years or so as I have been cycling around France, both with and without Jo I have been collecting BPF stamps. THE WHAT is: what the heck are BPF stamps? Well they are run by the French Cycle Tourist Organisation (FFCT) and stand for Brevet des Provinces Francaises; you have to be a member to take part. France is divided into 90 departments each of which has 6 designated places where you get a stamp on a card to verify that you have cycled there. There are 534 places throughout France, not 540 as you would think because 3 Paris departments are amalgamated into 1. These stamps are generally of some of the most picturesque places within a department and include: villages of specific historical interest; some of the most beautiful French villages; viewpoints e.g the top of cols; abbey's, chateaux etc etc. You can get a stamp from just about any establishment e.g cafes, shops, tourist offices etc. Have a look below...............      In conjunction with the BPF's there are also BCN (Brevet de Cyclotourisme National) of which there are 90(one stamp for each department). Before this trip I have got 53 BPF stamps still to get and 1 BCN stamp (but I won't get this last one on this trip). They are a great way of stringing a tour together. THE WHERE?  - well I have about 18 stamps to get which are scattered across various departments in the South West region of France; so that's where I am off to.     I am using the very excellent UK cyclists coach service to get me down there and then back. It's a superb hassle free way for us to get to France; they just load your bike onto a covered trailer (a huge thing); you sit down on the coach recliner seats for the duration (up to 24 hours depending on where you are going to) and then ride off into the sunset. You have the option of staying as long as you like over there; get a one way trip only and even get picked up at a different point to your drop off.
"
96,"The thing to understand here is that our formative years were in the 1960's which certainly was the best decade for music (don't argue about this as I won't listen to you) and arguably the best decade for being young. We were all full of enthusiasm for the future; we could clearly see that our generation was going to change the world for the better and that a utopian society wasn't too far away - peace on earth, goodwill to all men etc etc. But, alas, over 35 years on things have not turned out as we wanted them to and arguably we are in no better a situation now and perhaps a worse one in a lot of repects. So as we enter our 'troisieme age' (as the French say) we are having a right old moan about each and everything that gets up our noses about today's society. We have every right to!! The important thing to bear in mind from a reader's point of view is that we bear no malice or personal grudges against individuals or sections of society and are actually completely harmless. All we ask is that you allow us the chance to get things off our chest. So as I wind my way around France I may from time to time, though not necessarily every day, put pen to paper and have a right old moan about something that occurred on that day. I love France and the French (even with all their faults) but nevertheless get ready for some hometruths!! - I demand that right as a 'grumpy old man'    "
97,    
98,"   Potted history of La Rochelle............. A fishing village founded in the 10thC, a major port by the 12thC, granted a town charter in 1199. It's wealth and power based on wine and salt trade. Capital of French Protestism. In 1628, decimated by Louis XIII - lost it's town privileges and had it's remparts destroyed. By 18thC Canadian furs and Caribean sugar restored it's fortunes and also by this time it was an artistic and intellectual centre. Dormant again after the French revolution but by 20thC it's deepwater port and a canal connecting it to surrounding agricultural land   resurrected it once again and now with it's major yatching marina(over 3,000 boats),nearby beaches and road access to the Il de Re it is a major tourist area...........so now you know.    I had a wander around the the harbour area and the impressive towers at the harbour entrance....    Before heading off on the cycle lanes and paths that took me to, and then over, the Pont de Re onto the island................an impressive bridge.     There were cycle lanes and paths galore on the island and even though they wandered around a bit I didn't mind that, the weather was lovely and warm and the scenery was pretty good as well and there was the occassional character to stop and talk to...........     I was at Ars-en-Re by mid-morning, got my stamp, had a wander around this very pretty little fishing village, before heading off back to the bridge down the other side of the island - on yet more cycle paths.       It was a public holiday today and the roads were getting extremely busy which made the cycle paths all the more enjoyable. This is a very busy holiday island in high summer - avoid it then! The bridge is a toll bridge (not for bikes) and there were huge tailbacks on the other side as I recrossed back into La Rochelle. I spent more time in La Rochelle as it is a delightful place before tiredness started to creep in and I headed to the railway station and train back down to Saintes. A nice municipal campsite on the outskirts of town was my bed for the night. They had some basic foodstuffs there so I managed to concoct a passable pasta meal (I haven't got my food stocking processes sorted out yet). Well, you know what the first few days of a cycle tour are like, it's different then being at home and it takes us 2-3days to get things organised properly, well it does for me anyway.   There was some thunder in the evening and it clouded over but luckily no rain. I was slowing falling asleep by 21:00hrs, but it was still light and with other campers still sat outside their tents and vans I was reluctant to zip the tent up and disappear for the night.............I lasted until 21:30hrs and slept for 9+hrs.
"
