,blog
70,"VITALS Miles:  21 Average Speed:  ? Final Elevation:  1950 feet Today's Climb:  2110 feet Cumulative Climb:  3200  feet Weather:  80's Clear & Beautiful Wind:  West at 10 mph Well, I seem to remember from previous trips that it takes a couple of days to get a rhythm established, and this one is running true to form.  John's brother-in-law Ross is joining us for a couple of days, and met up with us at Frank's.  We were ready to set off to the post office and to get breakfast, but my tire had gone flat overnight and needed to be repaired.  Then what was to be a quick trip to the Post Office took much longer.  The PO didn't open until 9, and John broke off a valve stem and got our second flat of the young trip.  We headed back to Frank's, loaded our gear, and set off for real.  We hadn't gone 100 feet when Ross' rack started acting up.  There was no solution short of a new rack, so back to town we went.  At least our misadventures were equally distributed among the three of us.    It was 1 o'clock when we finally got on the road.  The route followed a gentle grade up through urban East San Diego County.  Traffic gradually thinned out as we climbed to the town of Alpine.  It was great to be on the road at last.  We arranged accommodations and had a nice mexican meal, before retiring, tired but content.   "
71,"VITALS Miles:  17.2   Average Speed:  ?   Final Elevation:  3740 feet   Today's Climb:  2670 feet   Cumulative Climb:  5872  feet   Weather:  80's Clear   Wind:  Gusty 30-35 mph Sunday March 28 Still not quite in our rhythm, we got a late start.  From Alpine we biked through the Sweetwater River watershed which provides water to the San Diego area.  The surrounding vegetation is chaparral, which is highly flammable, resulting in many of the forest fires we've read about in Southern California.  The route takes us to our first stretch of Interstate riding on I-8.  We had 35 mph swirling Santa Ana headwinds/crosswinds which slowed us to a crawl.  One bridge we crossed had a sheer 1000 foot drop off to the side, and when the crosswind blew us that way, it seemed the safer bet to ride closer to the interstate traffic than over to the side.  Fortunately, traffic was light and the bridge fairly short, so we made it through.      We had good roads the whole way, but darned those winds.  Ross turned off to head homeward, and John and I continued to climb to about 4000 feet before descending into Pine Valley.  When we arrived we were trying to decide if we should press on.  I called ahead to see if any rooms were available farther ahead, when one place started telling about their honeymoon suite.  When she got to the part about the mirror over the bed I had to cut her off, as that was an amenity neither John or I were willing to pay extra for.  We decided to stay in Pine Valley at the Pine Valley Inn Motel, where Dan & Ray put up us in a nice clean room and took good care of us for $49.  Pine Valley is a picturesque little town complete with a bike shop, big grocery store, diner, ice cream stand, and a gourmet coffee shop that opened at 5:30 am.     "
72,"VITALS Miles:  84  Average Speed:  ?  Final Elevation:  -30 feet  Today's Climb:  2640 feet  Cumulative Climb:  8512  feet  Weather:  92 degrees Clear  Wind:  Gusty 20 - 25 mph early We finally got a pretty early start after an early breakfast at the diner.  The next 40 miles were short climbs and descents on smooth Old Hwy. 80.  The road parallels I-8, and is therefore lightly traveled.  The wind picked up once again, but the terrain wasn't as challenging as yesterday.  We're so close to the border we could throw a rock and hit Mexico, and the Border Patrol is everywhere.     We had an outdoor lunch at the restaurant at Jacumba Hot Springs Spa with much needed shade provided by the lattice work overhead.  They cater to the many bikers who come through, and offer rooms, hot springs, and even massages for tired muscles.  We've found that so many people have done the Southern Tier Route that nobody we meet thinks we're crazy, and in fact, we're not even a novelty.   At one point I was cycling alone and stopped for a rest, and there was true, dead silence.  I felt like I was the only person on earth.  A rare moment.     At last we finished the mountains on this first stage after a cumulative climb of 8500 feet.  We then re-entered I-8 and descended for 7 miles.  To play it safe, we had to keep our speed down to about 30 mph due to the tricky winds.  After the descent we rode on Route 98.  By this time the winds had calmed down, and we had a fabulous spin on a slight downgrade for about 20 miles.  Then we headed north to El Centro to end our day.  John is retired military, so we're staying in the ""bachelor"" housing at El Centro Naval Air Station.  The accommodations are amazing.  Spotless, with coffee, refrigerator, microwave and phone in the room, and a public area with large screen TV and free videos - all for twelve bucks!       A couple of packing notes:  the flip flops I am now wearing offer the best weight to utility factor of anything I packed.  They weigh almost nothing, and have a great aaahh factor for when you get off the bike.  The other item I packed that I'm getting a lot of use out of is a small digital voice recorder that I keep easily accessible so I can make spoken notes of thoughts and observations I'm having.  Sure beats trying to write and ride at the same time. Well, we're both pretty tired, so off to bed."
73,"VITALS Miles:  91  Average Speed:  14.2  Final Elevation:  550 feet  Today's Climb:  2050 feet  Cumulative Climb:  10,562  feet  Weather:  100+ degrees, sun, sun & more sunWind:  Light SW  5-10 mph I love the desert.  There's a purity to the heat, unsullied by humidity.  That said, the desert really threw us a challenge.  Leaving when in the season when we did, we had hoped to avoid both cold late winter temps, and extreme heat.  But it has been unseasonably hot in the southwest recently, so we have to settle for one out of two.  That we are still carrying long biking pants and fleece seems almost comical, but we may still need them in the elevation in New Mexico still ahead. After John's obligatory McDonald's breakfast, when available (2 sausage McMuffins-hold the bun-and a senior coffee), we headed up route 86 toward Brawley.  Although there was a bit of traffic, the road was smooth, and with a wide shoulder.  Temperatures were already in the mid 90's by 10 am.  Our route took us east through the Imperial Valley, with lush irrigated fields of carrots, alfalfa and citrus groves interspersed with vast expanses of desert.   The fields gave way to a vast expanse of empty desert as we entered the North Algodones Dunes Wilderness Area.  For all back in northern climates, here they use plows to clear the roads of drifted sand.    We were warned of very limited services along this stretch, and as the temperatures started to soar, we made it to our final water stop of the day.  The map showed it as the town of Glamis, but it was nothing more than a tent, and a couple trailers that cater to the sand dune four wheelers.  On weekends, and during spring break, the area teems with enthusiasts, and food is served.  But today, midweek, an ice cream bar and cold soda was the best there was.  Still, we were grateful for that.   (Updated Scoreboard - Vehicles 3, Rattlesnakes 0) Six miles beyond, was a similar outpost which was to be our last services for 41 miles.  By now, my thermometer read 115 degrees in the sun, which was probably a little overstated.  But the ambient temperature was about 105, and it was still only 1:00 in the afternoon.  With literally nothing ahead - no water, no towns, no food, not even any shade - we decided the best course of action was to wait out the heat.  We met a nice group of four wheelers from Minnesota, where I grew up.  They've been doing this for years, towing their equipment in trailers all the way to this destination a couple times a year.  I've always been amazed at all the different sub-cultures that exist. For those camping, roadside camping along most of this stretch is legal.  But we aren't carrying camping gear, so that's not an option.  After stocking up one last time on snacks, and water at $3.50 gallon, we set out around 3:00.  We tried to time it late enough that sun would be at our back and getting lower, but early enough to ride a minimum after dark.  As we finally approached our destination of Palo Verde, the Chocolate Mountains appeared as the sun started casting colorful low light.  Although we were really whipped, scenery was still to be appreciated.         We had called earlier to the only motel in town, so we checked into our waiting room, totally spent.  A quick shower and a burger later, were in bed by 8:00."
74,"VITALS Miles:  20    Average Speed:  13.5    Final Elevation:  500 feet    Today's Climb:  100 feet    Cumulative Climb:  10,662  feet    Weather:  95 degrees, sunny & a little cooler  Wind:  Light SW  5 mph Blythe, CA   Wednesday March 31, 2004 John Stark Dan and I arrived in Blythe this morning after a short 20-mile ride.   By far our easiest day. Yesterday we left El Centro, US Naval Air Facility, at about 7AM and arrived in Palo Verde some 93 miles later at 7 PM.  At the naval base our rooms were $12 and free laundry was included, thanks to John being retired military, Hopefully we will get a chance to stop at many more bases During the heat of the day, which was about 100 degrees Fahrenheit, we stopped at Glamis, a lovely garden spot which consisted of a store, that's it. This store was made up of high prices and poor attitude. This is something you can get away with when the nearest town is 40 miles away.  The heat was so fierce at noon that I napped under a tin roof on a picnic table. Next stop was Palo Verde 41 miles later.  In the AM I drank 4 qts of water. In the PM more.  Not a ride I want to repeat soon. Of course, since we are traveling through the southern deserts of the country, there will probably be considerably more of the same. A positive note about low humidity and high heat is that my tears evaporate immediately leaving my face dewy and fresh.    After 2 days of 84 and 93 miles this is our rest day.  I decided to catch a movies, Dawn of the Dead, the bloodiest movie I have ever seen, lasted 10 minutes and walked out. Our next big town before Phoenix is Wickenburg, a 2-day ride. Then on to Phoenix and the bright lights. Today I purchased my first tube of Desitin, for those of you not in the know, this is diaper rash ointment,  Cher used this on the girls, what's good enough for them is good enough for me.  One of the things about a lengthy bike ride is the vicious way that skinny seat attacks one's butt. This might seem like whimpering.  Dan likes to be far ahead of me, he complains that my sobs are distracting. That's it from John Stark and Daniel Borden lost in the great southwest deserts.       "
75,"Filed by John Thursday, April 1, 2004 Salome, Arizona John Stark We left Blythe, CA shortly after 7 AM pedaled a few miles and crossed the Colorado River.  At this point the time went forward an hour, not an auspicious way to begin the day.  I went the first 7 miles with my brake on. At this point going back to bed was probably not a bad idea. Instead I got lost and went 78 miles. Dan only traveled 62.  I pointed it that it takes a real man to do an extra 16 miles; he said something about only a real fool would do it.  Except for the wind it was much cooler today.       For quite a ways we traveled on I-10 a major highway.  Since it is the only road going east, so bicycles are allowed on it.  Rubber debris from blown tires was constant on the soft shoulder.  Every mile or so there would be burned pavement from blown tires or accidents.  We finally got on route 60 with the requisite towns we have become used to. A store is quite often the only thing in town. The country is spectacular with the mountains surrounding us, large cactus have started springing up.  Tomorrow we will stay in Wickenburg, which is a destination stop for western gear and memorbialia. Tomorrow will be a short day, unless of course, I get lost again.  Filed by Dan Today we said goodbye to California, as we crossed the Colorado River into Ehrenberg, AZ.  There, we rode on I-10 for 33 miles.  It's wasn't the most relaxing riding.  Traffic came from behind so fast that I gave up looking for it in my mirror, and just hoped to not hear the sound of the rumble strips being crossed.  One 5 mile stretch had grooves four inches wide and an inch and half deep running diagonally across the entire width of the shoulder, so every thirty feet or so, your bones got a jarring.  But as usually happens, the road improves, and soon I was spinning along new pavement at 20+ mph. The route exits the interstate briefly at Quarztsite, famous for its rock and mineral deposits.  Soon after, it leaves the interstate for the day for good.  In the afternoon, a mighty south crosswind came up.  I asked an elderly woman I met at cafe stop if it's always so windy.  She assured me that it isn't, that it's just fixin' to rain soon.   With about 5 miles to go, the road bears a little north, allowing the wind to help give a push up the last climb of the day.  So here I am, at Sheffler's Motel in tiny Salome, AZ.  Good night all.       "
76,"Filed by John Friday April 2, 2004 Wickenburg, Arizona John Stark It was a cold and rainy day!  We left Salome this AM with a cold rain and the wind in our face Aguila is about midway between Wendon and Wickenburg, 22 miles from each town. Five miles from Aguila I had a flat tire.  I almost chuckled because it was the front tire, easy to fix, I've always had flats on the rear, hard to fix.  In no time at all I had the tire changed.  Unfortunately the spare had a leak, as did the next spare. By this time I was freezing, with no more spares.  I hitched a ride into Aguila and met Dan who had a spare tire.  The restaurant, Two Pelicans Pub and Grub, had a laundry and a wonderful waitress her name is Jeri.  During pit stops I would step off into the bushes a few feet, where there are so many snake holes that the ground caves in as I walk.  This of course made me a little wary.  As I was biking ahead of me I saw a large rattlesnake that appeared dead.  A couple of days ago a nine-year-old boy was interviewed in the hospital having been bit by a rattler in his thumb.  This had happened when he lifted the snake on a stick.  When asked what he would do next time he saw a snake; 'jump back quick 2 steps, Mr. Snake can't strike that far.'  So I steered a wide path around 'Mr. Snake,' I was pretty sure he was dead, but not positive.   A follow-up to my tire story, 5 miles outside of Wickenburg my front tire again went flat.  Fortunately I was able to inflate it several times, enough to get me to Wickenburg.  It appears that I am constitutionally incapable of fixing the front tire on a bicycle. Tomorrow on to Phoenix.  Filed by Dan Sat. April 45:30 am About 10 miles into the ride yesterday, it was time to break out the mental gratitude list.  The rain was still falling steadily, and the wind was just starting to pick up.  I tend to view how challenging things are in a relative manner.  I need for things to get worse to appreciate how great it really is to be soaking wet riding your bike into a headwind in 50 degree temperatures.  But, I had food, water, my bike was working well, I didn't have to ride 100 miles to catch a plane in time or lose the non-refundable fare, I didn't have any flat tires (sorry John), it wasn't 105 degrees, I was healthy, have good friends and family, and I'm out here doing something I love.  It made things much easier. At the beginning of the day I was thinking, hey, Wickenburg is supposed to be a cool Western town, and we'll probably be in about 1:00 and could do some site-seeing.  Within an hour, all I could think about was the town of Aguila ahead, and hopes of a warm cafe to get out of the rain.  I remembered how if I go running in the rain or snow, I sometimes wear ski goggles so I can see.  Has anyone out there tried this on a bike? We stayed on route 60 all day, which was a good two lane road with generally nice shoulders.  There would be only two towns along the way - Wenden, which was only 6 miles into the ride, and Aguila, 22 miles farther.   On the west side of town, there wasn't anything except for a small market, where I asked about a cafe inside.  Thankfully, only 1/4 mile further, my hopes were realized. Two Pelicans Pub & Grub became my refuge for a couple of hours.  My hands were so numb I couldn't get my handlebar bag off the bike at first.  Once inside, I commandeered a booth and ordered coffee.  I knew I was ahead of John, but I didn't know by how much when.  I called several times on the cell phone and left messages.  By now an hour had passed, and there was a pretty good size puddle forming under me on the booth seat and floor.  It was nice hanging out with the locals shooting the breeze.  I was still wet and chilled though, and found that there was a small coin operated laundry in the back of the building.  Everything I owned had been packed in ziplocks and plastic bags and stayed dry.  I was able to put on fresh clothes, dry my wet clothes and get warm again. I was getting worried about John and went out to look down the road, when a pickup truck slowed quickly and out jumped John.  We spent another hour there with our waitress Jeri's good cheer, and were off again, dry, fed and watered.     The remaining ride was uneventful, except for John's final flat of the day.  We had a gradual climb up to 2400 feet, and a strong headwind, but no more rain.  The last 8 miles were on a downhill grade, but with the wind, we still had to pedal hard.   Found a great place to stay on the west side of town - The Western Hotel. It didn't look like much from the outside, but ours is a large spotless room with a king and queen bed, refrigerator, microwave, TV,  phone, sitting area with couch. and coffee maker - all for $44.  My firrst task was to procure a newspaper to ball up and stuff in my shoes to help dry them out. Thanks for the great idea Marc!  After dinner, we settled in to watch the Coen brothers movie, O Brother Where Art Thou, and patch a few tubes, then to bed. Today we're going to be joined by Brian, a guestbook contributor who lives in Phoenix.  Weather permitting, he'll ride up to meet us half way, then we'll all ride to Phoenix together. Thanks to everyone sending messages through the guestbook.  We won't be able to respond to everyone, but we read and appreciate them all."
77,"Filed by John Saturday April 3, 2004 Flagstaff, Arizona  Fort Tuthill Recreation Area John Stark We made it to Phoenix at about 2 PM leaving Wickenburg about 8 AM.  Chilly to start with over present east wind trying to blow us back west. Coming down a long grade, the wind was so strong we were only making about 12 mph. At about the 25-mile mark we met Bryan from the Phoenix area who had ridden up to meet us.  Big guy with a great heart, took us to his home, introduced us to his wife and children.  He then took us to the Phoenix airport to rent a car.  We turned down an invitation to stay for dinner and spend the night with them.     After renting a car we drove to Flagstaff and plan to hike the Grand Canyon tomorrow.  This is an Air Force recreation base; thank god I am retired military.  This is a very impressive place, hotel rooms, cabins, best of all cheap.  Both military bases have been far superior to their civilian counterparts.   After only biking 50 miles my butt is less sore than usual, that doesn't mean I'm not suffering, still enduring.  It will be good to get off the bikes for a couple of days.  My good friend Moore Newell hiked the Appalachian Trail last year taking 6 months to complete it.  Right now 6 to 8 weeks seems like more than long enough to say nothing about 6 months. Ben Franklin said, 'Experience keeps a dear school, but a fool will learn in no other'.  I woke up to this AM to find that I had still another flat tire.  Dan has been saying that he doesn't use tire changing tools to put the tire back together because it causes pinches in the tube, i.e., flats.  Finally I decided to try his way, ola no flat.  At a bike shop I today I mentioned this to the mechanic. Oh yeah he remarked much too much chance of getting a flat, using tools.  Being a quick study this only took me five or six flats to absorb. Just want to put in a plug for my wonderful wife Cher who has been so supportive of me on this journey.  Without her backing and encouragement I wouldn't be here.  Thanks Cher, I love you. Tomorrow Grand Canyon. Filed by Dan Sat. April 310:30 pm After a good night's sleep, we stopped at The Horseshoe Cafe right on Route 60 in town, where you can get pancakes with your smoke filled room.  I came out of the rest room and there was cloudy in there.  However the food was good, and they had peanut butter, which I had been in search of on a menu since the start of our trip.   Its unlikely next door neighbor, The Pony Espresso, is a smoke free coffee house with a hippy feel to it.  They also serve fresh baked goods, and have an internet terminal.   We headed out of town toward Phoenix to meet up with Brian.  It was cool, and a little breezy, but the sun was coming out, and we had a gradual downhill grade.  The Adventure Cycling Route says to turn off Route 60 onto Route 74 in Morristown, but Brian had suggested staying on Route 60 into Phoenix in order to avoid a later stretch on Lake Pleasant Road, which is narrow, with traffic and no shoulder.  Even Adventure Cycling warns to be careful there.  Our alternative route was brand new asphalt, which had quite a bit of traffic, but also an enormous 12' wide shoulder.  The smooth ride, downhill grade and new friend more than overcame any traffic annoyance.  We had a quick lunch at McD's, and continued into Phoenix.  We needed a bike shop for some repairs for John's bike, and Brian led us straight there.  I'd like to give the shop a quick plug, but I don't remember their name.  I'll update later if I can find out.  Brian took us to his house nearby, and we met his wonderful wife Sandy, and their three kids.  They were so warm and welcoming, and they made our city biking easy.   Brian took us to the airport to get a rental car, and then we were off to Flagstaff for our Grand Canyon side trip.  We drove through the Red Rock country near Sedona, but is was nearly dark.  Hopefully, we can do the return to Phoenix in the daylight, where we plan to pick up where we left off on Monday or Tuesday.  What a great day!   BTW, for others planning to do the Southern Tier Route, Brian and Sandy want to continue their tradition of lending a helping  hand.  You can E-Mail in advance to click to show email."
78,"Filed by John Sunday April 5, 2004 Fort Tuthill Recreation Area Flagstaff, Arizona John Stark Rest day, no biking, hiked the Grand Canyon for relaxation.  This morning we woke up to snow on our car.  We are at 7000 feet elevation, but it is supposed to be warmer. By the time we reached the Grand Canyon the snow has disappeared but it was still cold and the rain had stopped.  It was to sprinkle a couple more times but there was considerable sun.  We hiked 3 miles down the Kaibab trail to Skeleton Point where we had a fine view of the Colorado River.  After lunch up we went. The climb seemed moderate, however if you listened to the other people or read the map it sounded like we had just completed what was considered a very difficult climb.  The trail had steps and was delightful. There was a woman; Dee Dee doing some publicity shots on the edge of the canyon clad in pedal pushers and a halter top, 1946.  Dutton might remember this story.  Having ventured too close to the edge over she went, the only thing that saved her was sliding down and off the cliff was  a mound of debris built up in her crotch stopping her momentarily.  A ranger risking his life grabbed a small bush above her and saw that the debris was trickling away and that he had to do something immediately. He grabbed her with his free hand and another ranger dropped a rope, which was secured, about her middle.  On the way her halter was yanked off and as she came over the rim all the photographers were standing there and they apparently did what photographers do.  She got more publicity than she expected, making all the magazines.  She thought the rangers should have been more careful.  This was 1946 and topless was a long way off.  Many of the other stories didn't end well, I won't recount them. The Grand Canyon was spectacular; many others have described it better than I can. Look it up. Tomorrow we are off to Phoenix to see Dan's cousin.  Then we will conquer the southwest, maybe subdue it.   Today the clocks changed, but not in Arizona, these are some independent folks. Filed by Dan Mon. April 59:00 pm Yesterday we hiked for a few hours in the Grand Canyon.  No matter how many times you've been there, you're never really prepared for the grandeur.  There's really no hint that it's coming.  The terrain is fairly flat forest leading up to the rim, and then it all opens up before and below you.  We were wondering what the reaction could have been of whoever discovered it. On my way up, a group was pondering during a rest what the 7 natural wonders of the world are.  My Judy and I have wondered about this too, but I had never checked for sure.  Like putting a jingle in your head, it was all I could think about the rest of the hike.  I had to check when I got back.  So for those keeping score at home, the Seven Natural Wonders of the World from the Grand Canyon's web site are: Mount EverestVictoria FallsNorthern LightsThe Great Barrier ReefThe Grand CanyonParicutin VolcanoHarbor at Rio de Janeiro Enough from me.  I'll let the picture speak for themselves.                   "
79,"Filed by John --Phoenix---Tempe----Apache Jct---Florence Jct----Superior Monday, April 5, 2004 Phoenix, Arizona John Stark Dan washed our clothes last night which left me with a speedo bathing suit and fluorescent yellow see thru rain pants to wear.  Quite a sight especially since my bathing suit has speedo in large letters on the back.   We are spending the night at Motel 6 on the southeast corner of Phoenix.  Tomorrow we will be leaving bright and early, see above.  Will try to put where we're going and where we have been. Aside from driving a car down from Flagstaff, this has been an unremarkable day.  Went and saw Ladykiller with Tom Hanks, a Coen Brother's movie. Bizarre and funny, this is why I love the movies.  Thanks for the suggestions for the Chamois Butt'r.  Hope it saves my butt.  An inordinate amount of time is spent,; thinking about my butt, too sore, asleep,    ual dysfunction.  God l pray there is no permanent    ual malfunction.  Moore tells the story of a prominent man in his eighties who had lost his    ual drive, when somebody said how sorry they were.  He said, 'on the contrary I feel like I'm finally able to get off a wild horse whose reins I had dropped.'   Filed by Dan Mon. April 5 10 pm It was really nice to have a complete rest day.  I went and had lunch with my cousin Susan, and their friend visiting from Sweden.  Her house was in the midst of a major expansion, which, like most of these projects, was running way behind schedule.  We still had a wonderful, but too short lunch in the back yard which backs up to the Squaw Peak Recreation Area.  I was sorry not to have been able to see her husband Lars.  I missed his great sense of humor.      Off to bed, and back in the saddle tomorrow."
80,"Filed by Dan Tues. April 6 5 pm Hi all,I'm posting from the public library in Superior Arizona because the place we're staying doesn't have phones in the rooms.  I'll try to put some photos on this page tomorrow.  This little town of 2500 has a really nice library with at least 4 computers with high speed internet access.  Pretty cool. Our ride started near the Phoenix Airport, and stayed on smooth roads through urban Tempe, Mesa, and Apache Junction.  It was 30 miles before we got out of the city, but Adventure Cycling's route took us on mostly lightly traveled roads.  Leaving the city behind, we turned on to Route 60 and started a gradual climb, ending here at about 2900 feet.  Route 60 was a four lane road with plenty of traffic and a wide shoulder.  At what seemed to be random intervals, there were guard rails that gradually angled in toward the road until it forced you into the traffic lane.  I'm not sure why they do it that way, but it made for a few harrowing moments.  We thought we were going to have a lunch break at Florence Junction, but the store there was no more, a casualty of the new road that bypassed it. Much of Superior is like that too.  There is the newer part of town on the main road, and the old part, Uptown, that still exist on the old grade.  They are starting to revitalize it and renovate some of the buildings, but it still has the feel of a town time passed. Tomorrow we start climbing right out of the gate - about 3000 additional feet I think.  We may have to make it a short day and stop in Globe because lack of services beyond it would make it too difficult to do in one day. There are a couple of Mexican restaurants in town that I'm eying.  Bye for now. Filed by John Thursday April 6, 2004 Superior, Arizona John Stark This is being posted from the Superior Town Library. It feels like home. In Middlebury, VT I was a trustee for five years. I was making good use of the library dozing on the couch upstairs, until Dan roused me.  We started out in Phoenix this AM and made excellent time until we hit Apache Junction where we stopped at a convienence store. Our next stop was Florence Junction, 17 miles later where we would have lunch. Last year they built the highway around the store in Florence.  By the time we got there they had packed up and gone probably last November. If there had been anything left on the stove it would probably be cold by now. So we had power bars and were on our way. There appears to be 2 houses in Florence, so I would suggest that if this garden spot was on your agenda it could probably be skipped. At the top of steep hill outside Superior I took a       spill and bruised my hand. Prior to this Dan and I had been discussing the benefits of shaving my legs, that is I had been doing the discussing. A friend of mine, who I met in a class, said the reason he shaved his legs were that, when not if, you fell if you had unshaved legs the skin came off in chunks and there was a danger of infection. With shaved legs you slid on smooth skin, much less damage. In              ton recently, I talked to a bike mechanic and remarked that he must race since he shaved his legs. His response was that he no longer raced but that he enjoyed the aesthetics of looking at his shaved leg when he was biking.  Sooo. I have thought that I could shave one leg and see how it works, of course I would post pictures. Since I generally fall to the right this would be the first one to be stripped. It will be a great conversation starter with some of the hermits of the southwest. They already think bikers are a strange breed. Used chamois butt'r today, much better on chafing, however butt still numb and sore. Fortunately Moore reminded me that after hiking the Appalachian Trail his feet are still numb, and that the     s would have great fun amusing themselves and their friends by sticking tacks on chairseats. I certainly do appreciate these helpful tips, keep them coming. Tomorrow could be a tough day as we immediately start climbing. Not sure where we will end up. Somewhere in Arizona I'm sure."
81,"Filed by John Wednesday April 7, 2004 Globe, Arizona John Stark Left Superior, AZ this morning, a town of hard times.  Several years ago the copper mine closed, then the highway was routed around the town.  Pretty much the whole town is boarded up.  We went straight up about a nine percent grade for about five miles.  Passing lane ends 1000 feet was a welcome sign, meant we were almost at the top.  There was a sign that said 12 miles to Globe. Dan told me at this point that it was pretty much downhill for the rest of the way into Globe.  We headed down a steep grade around a corner and faced another 4 miles or so of uphill and then once again that sign that passing lane ends 1000 feet, this time for real. Focus is when you are going 40 miles per hour down hill with a heavily laden bike.  Usually I pass Dan on downhill's for 2 reasons; I'm heavier and he knows better than to go that fast.  Remember that old experience keeps a dear school but a fool will learn in no other.  Twice I hit cracks in the road, going too fast to see them, thought I was going to lose my bike.  My motto has always been when in doubt straighten them out.  Seemed to work on skis, maybe not bicycles. We are staying in a Days Inn a beautiful place on the eastern edge of Globe. Globe is a booming town thanks in no small part to 2 international copper mines.  There was even a Wal-Mart where I was able to buy a headset for my phone, now I am able to do multitasking; riding bike, playing with my GPS, and talking on the phone. Today was a tough short day, about 27 miles.  Tomorrow will be a tough long day of 80 plus miles.  It will be an early night and early morning. On to Thatcher or Safford.  Filed by Dan After filing from the library in Superior yesterday, I ran into a group of 3 Brits that were doing our route, but east to west, and against the prevailing winds.  They had been camping and sleeping on church floors the entire trip, and had only paid for lodging one night.  Of course John immediately wanted to investigate this form of budget travel further, but I would have none of it.  In addition to the re-routing of the road, the recent closing of the copper mine there has been devastating. Short day today.  We slept from 8 pm until 6 this am.  I was really behind on my sleep, and it felt great.  I think I've also been behind the curve on nutrition, and have been forcing food through a poor appetite.  But the appetite seems to be coming back, and I'm feeling more myself. We climbed our first real mountain pass as we climbed out of Superior and through the Queen Creek Tunnel - it sounded like a freight train in there, and a couple of truckers thought it would be cute if they blew their horns at us.  Just after the tunnel, we took a rest.  John held a Pilates clinic for my benefit, so there we were roadside, bent over at the waist doing our stretches. After an incorrect road sign prematurely announced the top, we finally descended into Miami and Globe. In contrast to Superior, these are prosperous towns mainly due to the rich rock and mineral deposits, and the Phelps Dodge Copper Mine. I'll keep the narrative short as there are a bunch of pictures to post.  Hope you enjoy them!                                 "
82,"Filed by John Thursday April 8, 2004 Safford, Arizona John Stark Left Globe Arizona this morning at 8 AM and arrived in Safford, AZ this afternoon at 3PM.  This was a distance of almost 80 miles; we averaged about 16 MPH with fully loaded bikes.  This was our best time yet, either we are getting stronger or the terrain and weather was more cooperative or a combination of both. After our first 20 miles we stopped at a store in Peridot.  There we met Kevin half Apache half Dutch.  He is living on the San Carlos Apache Reservation; this runs from Globe to Pima, a huge area.  He gets public health service, dental, and reduced housing and many other benefits.  He leased 4 acres from the US Govt for 100 years for $25 an acre.  This land can be passed on to his heirs.  To take advantage of this one must be Native American or married to one.  Since I can't change my birthright I had no choice so I got married.  Technically, if one were to quibble, this might be called bigamy; I will leave it up to my other wife, Cher.  It is interesting that these disenfranchised people have this tremendous ongoing effort to help them.  When you look at blacks that certainly are at least as disenfranchised as Native Americans, our record is abysmal, at best.    After Peridot, the next stop was Geronimo 29 miles down the road, what a great name.  Unfortunately the one store in Geronimo was closed.  This has been a not uncommon occurrence  in this area.  Living appears to be hard; a lot of people are just eking out an existence Tomorrow we were faced with a 120-mile ride with steep mountain passes included before any lodging could be found.  We probably would have had to hitchhike or sleep on the roadside.  Let me assure you that idea of snakes snuggling up to me on the ground, don't bother me at all.  However thanks to tremendous assistance form Safford Chamber of Commerce and a retired mining engineer Gordon, we may have found an alternate route.  It is possible if we take this alternate route we may avoid the high point of 8200 feet.  To miss this climb would distress me not at all.    Tomorrow on to Lordsburg, New Mexico, about the same distance we went today. Filed by Dan As it is late, I'll just post a few photos, and save more for tomorrow.  I went for a walk through the town, and much to my chagrin, I forgot my camera.  Won't make that mistake again as I missed a few good shots.     "
