,blog
138,"The next day it rained most of the day, but it was cool and the navigation was simple, just a road across Dartmoor with very little risk of error. The road knows nothing of contours, and goes up and down all the hills. The cyclist lady at the youth hostel had told me that there was an old prison at Princetown, which had been used for French prisoners during the Napoleonic wars, but it wasn't on the main route, and it was so cold and wet, I didn't want to deviate. I bought a substantial cheese and tomato sandwich and a cup of coffee for 1.79, ate it outside in the rain.     On Dartmoor, there were miles and miles of unfenced roads, sheep wandering everywhere, and they have right of way! There were numerous Foot-and-Mouth Disease warnings, but nothing to prevent people from using the paths. I came to a wonderful downhill and was barrelling along, saw that my speed was 62 kph. What a pleasure! Then I was in a speed wobble and became airborne, spread myself all over the road. A woman travelling in the opposite direction stopped to ask if I was all right. My helmet was split, my water bottle shattered, and I was covered in bruises. I had a sore bum for days afterwards, but otherwise, I was all right. It was always reassuring to see the sign to the youth hostel, and this one was clearly visible, up a very steep and slippery hill. I struggled to drag the heavy bike to the top. The warden phoned the youth hostel headquarters to apply for half rates for me at all the youth hostels, because I was riding for charity. He received a fax back within half an hour. I carried the fax with me and was granted half rates at most of the subsequent youth hostels. Three cyclists checked in that night. One had ridden 80 miles from Cornwall that day. The other two had ridden a tandem from John O'Groats and were nearing the end of their journey. They were very encouraging, told me that the worst hills were in Cornwall and that the Lake District and Scotland would be a breeze. Steps Bridge is a self-catering hostel and no meals were provided. For supper, I walked to the Royal Oak Arms in Dunsford village. A notice outside the pub advertised ""Dogs welcome on leads"", and there were a good many. A couple came in with a huge dog called Bronwyn and a golden retriever. The woman was wearing a T-shirt which said ""There's no such thing as too many dogs."" She said her dog was a Leonburger, a combination of St Bernard, Pyrenian, Newfoundland and wild wolf. Bronwyn was as soft and gentle as she was big. When a German shepherd came in and barked at her, she practically climbed into her mother's lap and licked her all over the face.
"
139,"The hostel was 12 miles from Exeter. I set off the next day in rain. My first stop was Raleigh Cycles which was right on my route. I bought a new helmet and sadly abandoned my old one, veteran of 7 Argus Tours, which had saved my life. The traffic through Exeter was a nightmare, and my map was getting torn and soggy in the rain. The route took me through Honiton, where I bought a sandwich from a truckers' kiosk, and followed the rather obscure route instructions through narrow farm roads covered in cow dung. The sun came out and shone on the stone houses, thatched roofs, beautiful gardens and sheep and cows in the fields. I had booked that night into the Backpackers' Hostel at Glastonbury. It was a private hostel, not one of the Youth Hostel Association group. I walked up a long hill overlooking a green area with lakes, the Somerset Moors and fens. I caught sight of the Glastonbury Tor in the distance, lit by the setting sun. At the youth hostel, I was surprised to arrive just before the cyclist I'd met at Steps Bridge. I never discovered his name. I enjoyed his company at Bristol after that, but then lost touch. He was an agricultural officer and very well informed about the BSE/Foot and Mouth situation. He had malformed legs and a very awkward walk, but was a wizard on a bicycle. This hostel had a restaurant attached, where they served us an excellent meal at 10 at night. But the accommodation was the worst I came across on all my travels. The hostel was dirty and dingy, badly maintained, and the dormitory was like a railway carriage, with ablutions and sound effects attached.
"
140,"Cheddar is another tourist trap with a museum and cheese-making demonstration. I bought my lunch from a little café on the side of the road, asked for a sandwich with genuine cheddar from Cheddar. The proprietor told me that he could give me genuine cheddar, but they bought it from another town. It's not made in sufficient quantity to satisfy the market. He recognized my SA accent and we started chatting. He told me that his partner, a woman, had lived and worked in SA for three years. She'd been arrested for ""plotting to overthrow the state"" after a private conversation on the street, detained for a week, CANED and deported. It was the first time I'd heard of a woman being caned, and I was shocked and ashamed. The gorge was spectacular and I was glad I'd taken the opportunity to see it - vast cliffs towering above the road, the scene changing at each bend.     The wind was still blowing, and now I had an added complication - conflicting road signs. I passed one pointing to Bristol 11 miles, and another pointing in the opposite direction - Bristol, Bath. It took me a long time and a lot of extra mileage to sort that one out. I eventually got directions from a woman walking her dog. I learnt that if you want reliable directions, ask a woman who's walking a dog. Even when I arrived in Bristol, it took me 2 hours to find the youth hostel, and I had missed supper. But the city was such a surprise, I would have liked more time there. The hostel is on the ship canal, a long waterfront with shops, restaurants and activities along both sides. There was a Viking boat and barges. It made the long day worthwhile. I bought a delicious supper from a Turkish man at a kiosk selling falafels, which are like pita bread with fillings.   "
141,"Turning off the main road, I hit the wind that had buffeted me the previous day, but I also caught my first sight of the Severn Bridge. There are two bridges over the Severn, both carrying motorways, but only the northern one has a cycle path which is also reserved for mopeds and wheelchairs. It must be about 3k across. The towers with their stays went for miles up into the sky. It gave me vertigo just to look at them. I was terrified and pushed most of the way across. The wind was strong and there was a vast expanse of water far below. It was like crossing the sea.     On the other side of the bridge, I approached a man to ask the way to Chepstow. When I saw his face, I was so fascinated that I found it hard to concentrate on what he was saying - it was a mass of studs all over, eyebrows, nose, lips, but the strangest thing was two spikes sticking out sideways from his eyebrows.    Mrs. Grassby's B & B was a luxurious place in a beautiful garden. The house was like an art gallery. She had collected original works from all over the world, and gave me a conducted tour. I had time to tour Chepstow, which had a castle, and bought some lovely, greasy Southern fried chicken with chips. My bedroom had its own TV set. I watched a programme called The Royal Frock-up, about some of the tasteless clothing worn by the Royal family
"
142,"    It started to rain before I reached Ross-on-Wye, a dynamic, exciting place with crowds of active people. The houses and shops are built on a steep slope in narrow streets curving down the hill. Although it was so old, everything looked well cared-for and there was a bright and lively atmosphere. The route schedule was very confusing after that. After struggling along minor lanes and falling in the sand, I decided to take the A road through Hereford. This was a bad decision. It was miles and miles to Clun, where I was booked in at the youth  hostel. After pushing up a hill the length of two Polly Shortts,(heart-break hill at the end of the Comrades Marathon between Durban and Pietermaritzburg, where grown men have been known to cry) I arrived at 11 at night, and again, it was a self-catering hostel without food. The wardens had waited up for me and offered me hot chocolate from their own supplies, and I met another End-to-End cyclist who was on the same route that I was on. He agreed that the route was very confusing. The wardens were volunteers, a man and his wife who were just there for the week. They had spent all their holidays at youth hostels when their daughters were growing up and knew every one in the country, including Clun, which had been an old mill.   "
143,  
144,"   The geese were quite threatening, and I had to use all the assertiveness I'd learnt at dog-training to ward them off. (No, go away, bad goose!). Some people arrived with bags of food for them, then more people with dogs, and all the geese scattered. It was an easy ride to Chester from there, and as I came into the town, everything was bathed in golden light. There was a ferry across the river and people in boats. I pulled off the road to watch the activity. A little boy of about 10, all dressed in red and wearing a Ferrari cap, approached me. ""Wow!"" he said, ""Your tyres are really thin!"" I told him they were called ""slicks"" and were faster on the road. He said ""Cool!"" and we got into conversation. I ended up by asking if he liked Michael Schumacher, and he said yes, he really liked him! I'm sure he'd have been able to give me the results of the latest Grand Prix if I'd asked him. When I left, he said ""Nice to have met you.""    Chester has loads of wonderful buildings and a complete wall. The youth hostel was a beautiful 3-storey Victorian house across the river.
"
145,"  Before leaving Chester the next morning, I took a little time to see the city. It took me a while to find the route out of Chester. I had decided to make an interim stop at a B & B in Leigh because Slaidburn was 80 miles away. The road took me through a beautiful forest to Delamere. I crossed Acton Bridge, which had a sign indicating that it opened for river traffic to pass beneath it. I spent some time examining the bridge, trying to discover where the opening was, without success.    I asked a lady, walking her dog, which road to take to Leigh. She looked thoughtful and said it was a long, long way. I asked how far, and she said at least ten miles. I didn't tell her that I'd already come 60k, and that ten miles was a walk in the park. She then proceeded to give me such detailed and specific instructions; I wished she was writing the route schedules for the CTC. I wrote down what she said - ""Past the Jolly Thresher; first left and under a bridge to a T-junction; right past the Green Dragon; first left to a toll bridge; right at the end of the bridge; left at next T-junction to a roundabout; right past a garden centre on the right and on to a roundabout which would probably have a sign to Leigh."" Amazing lady! I asked how she remembered all that and she said she went that way often. So I followed all the directions and they were spot on. She was right, it was a long way. The bridge was an aqueduct and carried a canal. I was so surprised to see faces looking out of the barges as they passed, but couldn't take pictures because I was in a queue of one-way traffic. Not surprisingly, it was dripping under the bridge. The toll road went over the Manchester Ship Canal. I got out all my pennies to pay, but the friendly young man at the toll gate said there was no charge for bicycles.    After that, it was flat all the way to Leigh. Mrs. Fishwick's house was big and clean, but had nothing of the artistic expression of Mrs. Grassby's in Chepstow. There was a Southern fried chicken shop just up the road and I bought some for supper, and had a bath, my first for weeks. The youth hostels only have showers. I watched Big Brother on my private TV set. I had a very disturbed night. There was a lot of clattering and shouting at midnight while somebody loaded a car on to a flat-bed trailer outside my window. At 3 am an alarm went off, screaming inside my head. A guy rushing round with a cigarette in his mouth said it was the fire alarm, but didn't think there was a fire.
"
146,"When I went in for breakfast, the guy with the cigarette, and a young man in very dirty jeans, appeared briefly. Lorraine Fishwick appeared later and gave me directions to Bolton. There were gale-force winds predicted.  Soon after I started off, somebody called Dave stopped to chat, said he'd ride with me to see me out of town. He was wearing his End-to-End T-shirt, said he'd done it last year with a group, but 6 out of 8 had dropped out. I stopped in Bolton to look at the map, and asked a policeman where I was. Then I met another cyclist who stopped to chat. I decided to ditch the CTC route and follow the A roads because the rain and the wind were so awful, I just wanted to get there by the quickest route. Soon after leaving the cyclist, I stopped to look at the map, and it was whipped right out of my hands. I couldn't dump the bike to run after it, and I couldn't continue without it. Fortunately, it stuck behind a wall and I was able to retrieve it. I followed the Burnley road through a single row of opulent houses, past a school and past fields with stone walls. The wind was still blowing, but it had stopped raining. Finding Earby was no mean task as the road was inextricably entwined with the motorway, and I had no desire to repeat my experience on the motorway from the previous time I'd been in England.(I'd been picked up by the cops ""for my own safety"") With a lot of help from passers-by, I found Earby, a little village with a road twisting through it. The youth hostel was past some houses on Water Street , whose front doors had little bridges leading to them, over a stream. The youth hostel was a little stone house in a row of houses. The warden said they'd lost thousands this year because of Foot and Mouth Disease and were in dire straits. I went to Earby because Slaidburn, where I was supposed to go, was full.
"
147,"  The next day was a nightmare of battling a headwind. The CTC route didn't stop in the Lake District, but I loved Ambleside so much, I decided to make an unscheduled stop. The hills, the traffic and the wind combined to make the trip unbearable. It was a long way up the hill out of Earby. There were trees down across the road, and the road-clearing force was in action removing them. On the first part of the trip, the road was very narrow, and I had to get right off to let the lorries pass. I seemed to spend most of the day squashed against hedges and walls. On the broader roads, it was scary when the lorries passed. The wind and the turbulence made it difficult to keep my balance. The wind didn't let up, and sometimes, I even had to push downhill. The sun came out, and things started to go better. It was doing its best to make amends by shining brightly on the green trees. Most of the way after that was downhill and sheltered from the wind. I passed through Windermere and had my first glimpse of the lake. The youth hostel was next to the steam ferry landing in Ambleside.    There was a scene of bright happiness, young people in holiday mood, sitting on the verandah drinking coffee. My room was on the first floor overlooking the lake. It was too good to be true and made the whole day worthwhile. I sat in the window watching the sunset.   "
148,"  The wind hadn't abated during the night. The flag at the Steamer Pier was still at right angles to the pole. I nearly dropped my map in the lake. Oops! I only had a short distance to ride to Carrock Fell, but it wasn't as easy as I had predicted. I passed Grasmere, where the sun was still shining in patches from a leaden sky. I called in to take a picture of Dove Cottage which had belonged to Wordsworth, then rode the length of Thirlmere, with Helvellyn on my right. The road to Carrock Fell was steep and lonely with nothing in sight for miles. It was freezing and I was hungry. The voluntary warden, Sue, arrived just ahead of me. She had completed the ride from End-to-End the previous week, following the same route that I was using. She turned out to be a source of enormous help and support. Plotting my route for the next day, I discovered that my youth hostel handbook and map only covered England and Wales. I had nothing on Scotland, which I would be entering the following day. Like a magician, Sue produced a copy of each, which she said I could take. She said the road into Scotland was flat and smooth, and I could easily cover the 80 miles in a day. The steep hill to Wanlockhead at the end was quite manageable. So I decided to go for it. If I wasn't making it, there would be sure to be a choice of B & B's at hand. Penny phoned with the results of my blood test, which was normal.  I had been diagnosed with lymphoma, cancer of the bone marrow, in 1999. My oncologist, a cyclist himself, had fitted my treatments around my cycling, and I hadn't missed many of the major races.  Before I left for England, he was not satisfied with my blood test, and asked me to have another before I left on my cycle tour.  My cousin, Penny, arranged this for me, but I hadn't had the results by the time I started out from Land's End.  I had thought on occasions that my exhaustion had been because I was ""running out of steam"" as the doctor said I might, whereas now I could feel that maybe it was normal to feel tired at times. It gave me renewed vigour.
"
149,"Since my first stay in England years ago, I'd wanted to go to Gretna Green, the little house where marriages used to take place on the border between England and Scotland. I was overjoyed to see it right there on the road.     Annan was a bit of a disappointment. An old friend in Ladysmith (Mrs. Laing) had come from Annan. The clock tower made a good picture. As Sue had said, the road was flat and easy. I hardly changed out of my biggest gear all day. I phoned the hostel at Wanlockhead to say I'd be late. The warden said that the hostel closed for registration at 9, and the shop in the village closed at 8. It was cold and started to rain. The cars were using their headlights. I regretted not having brought my flashing tail light and my reflective delta sign. To my left, was a stream (burn) about 100 metres below the road, gushing and gurgling with green trees on either side.. At Mennock, I turned right and up the hill to Wanlockhead. There was no signal for my cell phone. It was getting darker and the hill was like Old Howick Road (an ""out-of-category"" climb for sure, leading north from my home in Pietermaritzburg) six miles of it! Sue was young and strong, did orienteering and adventure racing. What was easy for her, was a major mission for me. I passed a few isolated camps where the unhappy campers were struggling to start fires in the freezing rain. I started to wonder what I'd do if there wasn't a hostel at the top of the hill, or if it was closed. The scenery was remote and bleak, just empty hills on either side of the road. There was not a sign of life anywhere. By this time, I also had a headwind.  As if by a miracle, I came over a rise to a little village, orange lights glowing in the rain. Was it a mirage? The time was 22:30. I could hardly knock on doors asking where the youth hostel was. Another miracle revealed a youth hostel sign. The hostel was open and so was the office. There is a God after all! The wardens behaved as if the late arrival of cold, wet cyclists was a daily occurrence. A man took my bike and told me where the drying room was. Instead of a dormitory, I was given a little double room to myself. Thinking I'd have to cook my meal, I entered the dining room, where three fellows were just finishing their supper. Two were mining engineers prospecting for alluvial gold in the stream. The third was a hiker walking the 212 miles of Scotland Coast-to-Coast alone. They said they had some pasta and sauce left over from their supper, and would I like it? Boy, would I!! Wanlockhead, reputed to be the highest village in Scotland, is at the site of a disused lead mine. It boasted a museum, now closed because of Foot and Mouth Disease.
"
150,"  It was still raining when I woke up the next morning. I had become accustomed to the comfortable familiarity of England, and Scotland felt like a foreign country. The next destination on the route was Loch Lomond, which involved passing through Glasgow. Sue had warned me that the cycle path through Glasgow was littered with broken glass, and that she'd felt threatened by the presence of youths who had thrown rocks at her. She suggested the island of Arran as a possible alternative. Sitting there in my little bed in the hostel, the north of Scotland looked out of reach, and I wanted to go home. But having got to Scotland, that wasn't an option. Lanark was only 40 k away, so maybe I could limp to Lanark and make another plan from there. I walked around the village of Wanlockhead to see it in daylight. It came from another world - little cottages all at different levels and sheep rummaging in the bins in the street. At breakfast, I asked the miners about their method of prospecting, which involved the use of a pump similar to those used by fishermen on the beach. They suck up the sand from the stream and squirt it into a sieve, then examine it for gold-bearing rock. I asked if it was fun. One of them replied that he could just picture the look of pleasure on my face as I struggled uphill in the dark and freezing cold! Fun can also be standing in a stream in the rain, sucking up sand in a pump! When I left Wanlockhead, I decided that it was time to do something about my back brakes. There was far too much play in the lever. I asked a couple I passed whether there was a cycle shop in the village, and they said I wouldn't find anything till I reached Lanark. The girl went to fetch her brother, James, who knew something about bikes. The two men adjusted my brake cable and rotated the blocks through 180 degrees, advised me to get a proper repair in Lanark, but they felt so good after that, I was tempted to leave them as they were. It was downhill all the way to Lanark, about 40k. A little steam train passed in the distance, giving people rides from the station. High hills rose steeply from the road, with short, green grass and bleak, exposed rock, a few sheep grazing and many little gushing streams. It was beautiful in daylight, but had been threatening at night. The first shop I came to in Lanark was a cycle shop, and at 2.30pm on a Saturday, it was still open. William Withers was running a very busy shop. He was cheerful and efficient. He renewed the brake blocks and trued the back wheel, which he said had been buckled. The youth hostel at New Lanark was full, which meant I had to find a B & B. I found one at a riding school near Loch Lanark, the Scottish Equi Centre. It was a place which gave riding lessons to groups, mainly children, on the edge of a racecourse. I was almost the only guest. It was still drizzling, but all of Lanark was out enjoying the scenery at Loch Lanark. There were boats and swans and a children's playground. Riding from there, a man called out that my back tyre was flat. He'd given me such a fright that I fell on the road, my feet stuck in the cleats. He offered to help me change the tube, but I declined. William Withers, who'd pumped both tyres hard, was closed by then. Next door to him, Gordon's Repairs were still open and offered 7-day service. They offered me Tire Weld, which cost a fortune and didn't work, because my tyre was soft again the next day. Gordon's Repairs weren't open on the 7th day, so I used their nice flat surface to do what I should have done before, and changed the tube.
"
151,"After lunch, I was riding through the town when a car passed me and turned immediately left, as though I wasn't there. I saw the back mudguard an inch in front of my front wheel and myself lying in the road with a bent and buckled bicycle. I don't know why it didn't happen. The car drove into a road to the left, and I shouted and shook my fist. I hadn't gone far when a car pulled up next to me and the driver opened the passenger door. It was a man who said, ""I've just spoken to the young lady in that car, because she nearly killed you. She's very sorry and wanted to apologise, but I told her she' d better not. I'm a police officer."" The A 80 became a double carriage-way. Inside the white line were broken glass, steel bands and wire. The cars flashed and roared past, some much too close. It was a relief to turn off on to a minor road to Stirling.  The youth hostel, is a huge, old 3-storey building on the same level as the castle. I rushed off to see the castle while it was still light, and stopped at a little tourist shop where the assistant, a beautiful, tall girl in Scottish dress, must surely have been born and bred in Scotland. My theory was confirmed when I heard her speak, but I was wrong! She was from South Africa, and had only been in Britain since 1994. She was terribly home-sick, longed for boerewors, koeksusters and braaivleis, but most of all, boeremusiek and tiekiedraai (Afrikaans dishes, music and dancing). The view of Stirling from that level, with the late sun shining on it, was stunning. It was a panorama of gold and green, houses and roofs glistening in the fading sunlight.
"
152,"  The road from Stirling to Crianlarich took me through Callander where there was an exhibition in honour of Rob Roy, infamous cattle dealer who ran foul of his creditors. It started to rain just as I reached the youth hostel at Crianlarich, which is on the route of the West Highland Way. A lot of wet, muddy hikers arrived that night, and my dormitory was full. The leader of the group, Penny, was a professional hike leader and knew the area inside-out. She gave me some interesting information, about the routes and the history of the area. By this time, I was feeling more confident about reaching John O'Groats, and started to tell people that that was where I was going. Before that, I said I was hoping to, or trying to. Big Brother was hotting up. It was nearly time to decide on the winner. The youth hostel was full that night, and everybody congregated in the lounge to watch. It was a strong talking point and drew people together, or divided them, depending on their viewpoint. I was irritated by most of the participants, but loved to hate them.
"
153,"  I discovered that I was back on track for the CTC route, having diverted through Stirling and missed out Loch Lomond. The scenery through Glencoe was the most awesome I'd seen on the entire trip - massive, conical peaks on either side of the road, rivers, waterfalls, streams and lakes, the isolation and grand emptiness of it all. I rode up most of the hills and stopped often to take photographs. I wanted to remember it clearly in every detail. I wondered why nobody had ever told me that the Highlands of Scotland were so spectacular. I was so entranced that even the strong wind didn't depress me. I stopped to admire a perfect little stone dome which reminded me of the shepherds' huts at Sehlabathebe in Lesotho. A man and his wife were building a cairn next to it. The man told me that the cairn covered the ashes of his deceased mother. The stone dome had been built from the stone that was used for a hut during the filming of Rob Roy. The Glencoe youth hostel was on the right, through a forest of beautiful, green trees, the first trees I'd seen for miles. The key rings for the bicycle sheds at the youth hostels were always enormous, so that you couldn't put them in your pocket. The one at Glencoe was a builder's helmet. I asked the warden if I could borrow it to test the tube I'd changed in Lanark. She suggested I use a pot from the kitchen. When I said I didn't want to contaminate their cooking pot, she said she was sure that a lot of the stuff that goes into the pots contaminates them far more than my rubber tube would! I settled for the helmet and found no fault in my tube, not even the valve. That saved me buying a new one, and I continued to keep it as a spare. I sat outside the hostel till late that night, watching the light of the setting sun on the peaks high above.   "
154,"   Beyond Invermoriston, on the road to the Loch Ness Youth Hostel, I heard the sounds of bagpipes. The piper, in full Scottish dress, was standing on a derelict stone bridge off the road. Under the bridge was a complex waterfall, the water flowing in various directions. It was a magic scene. I felt as if I'd stepped on to the set of Brigadoon, and that if I came too close, he'd disappear.    At Loch Ness, my room was in the annex right next to the loch. Sadly, the ablutions overlooked the loch, and the dormitories faced the road. I had my supper on the beach, looking for the monster, and stayed there till it was almost dark and until the biting midges became unbearable.    I phoned Flo Taylor in Inverness, Jenny and Pat Coleby's daughter. Flo asked me to stay the following night. I had booked in at Carbisdale Castle, but it was a long way, and I didn't take much persuading. Besides which, I really wanted to see Flo and meet her family.
"
155,"  It was a short, easy ride to Inverness. It was cloudy, but not raining. I stopped to look at Urquhart Castle on the banks of the loch. It was surrounded by crowds of tourists. Later, as I was cruising down the road, my handlebar bag containing Pete's cell phone and my camera, shot off my handlebars and bounced on the ground. The only oncoming car avoided it.    There were other pipers on the shores of the loch, but these were obviously buskers.     I stopped at a shop in Drumnadrochit for film, and thought how much like swear words some of those Scottish names sounded. In Inverness, I phoned Flo from a Post Office, and Andrew came to fetch me in his white van decorated with blue bubbles, his window-cleaning ladders on top. At the flats, Bronwyn came flying out to meet us, with Tyson, the boxer at her heels. Flo gave me a dinner like I couldn't have imagined in my wildest dreams, certainly not anything I'd tasted in three weeks. It consisted of chicken, baked potato, peas, carrots and mushrooms followed by cherry pie and ice cream. It was all I could do to stop myself from licking the plate. She must have thought I'd been starving.  Then she took all my dirty clothes, and washed and dried them. She took me for a tour of the city in her smart black Discovery. By that time, it had started to rain, so I didn't see Inverness at its best, but I saw enough to discover what a beautiful city it was, on either side of the firth with an abundance of bridges and magnificent buildings. Back at home, Bronwyn, who's 5 ½, loved my map and spent a long time examining it for castles.
"
156,"   At Dingwall, there was an oil rig close to the shore. When I stopped for lunch, I was joined by another cyclist who was an End-to-Ender on the same route as me, Martin. We talked about the route, and were together at the three last youth hostels, although we didn't ride together. Two other cyclists and a yellow van went by. These were also on the route, with their support vehicle. We parted again. It was some time after this, that I saw a sign to a view site, where a number of tourists were gathered. It was like an aerial view over the lochs. By this time, the sun was shining and the lochs were blue. At the bottom of the hill, I followed signs to Culrain, through little stone villages and past streams , bright green trees made golden by the sun.  The youth hostel was at Carbisdale Castle. The gates were huge stone edifices immaculately built. The drive was lined by rhododendron bushes which must be spectacular in flower. When I reached the castle, I couldn't believe that this was my home for the night.      The castle inside was amazing. The huge room downstairs is filled with marble statues. The carpet in the entrance is tartan, as are the duvets on the beds. There were four other people in my dormitory, one of whom snored all night. I thought of Jim, intrepid cyclist and adventurer from Bellingham, who hates snorers. This was the only night out of 24 that I was disturbed by snoring.
"
157,"   The sun disappeared and the wind was cold. The hostel at Tongue was a double-storey house near the causeway. It wasn't open when I arrived and there was nowhere to shelter. When I registered, I made a comment about having done the ride without sherpas or bottled oxygen, a reference to Goran Kropp, the Swede who'd ridden from Stockholm to Kathmandu and climbed Everest unassisted. I didn't realise that this was an issue with End-to-End, but heard Martin talking to his friend that night, saying it was important to him to ride without assistance, to carry everything he needed himself. There had been times when I'd longed to ride without the burden of panniers and with other people, but I felt quite proud when I heard Martin's point of view. Our dormitory upstairs was a wonderful surprise. We had a view over the kyle (lake) to the mountains behind. These mountains reminded me of the Cape mountains. That night at Tongue was really terrible. There was a gale-force wind screaming all night, and an annual Tongue celebration on the causeway kept a loud band playing till 2.30 am.   "
158,"   After Reay, I started to go like the wind and eat up the miles. Dunnet Head, although not the furthest point from Land's End, is the northernmost. It's six miles off the road, but obviously, I had to make the diversion, because I might not be that way again. There were other cyclists on the road with heavily laden bicycles.    At Dunnet Head, there's a lighthouse and a map showing its position. Returning to the road was slightly easier because it was downhill, but I still had to pedal to make progress against the wind. The ride to John O'Groats was beautiful. I didn't want it to end. The sun had emerged from the clouds, making the countryside golden. I was sad that the ride was nearly over. There were fields with sheep and cows, bales of hay and little stone houses, the ferries to the Orkneys, and suddenly, the sign to Canisbay Youth Hostel. The warden's name was Patricia-I'm-here-to-help-you. A couple came into the kitchen in cycling shorts, and the man said, ""Hoe gaan dit? Het jy goed gery?"" (How are you?  Did you have a good ride?) I gaped in astonishment. He was South African, living in Maidenhead, and he and his girlfriend were going to start the ride in the opposite direction the following day. I would love to have gone with them. Cycle touring is addictive, and it's hard to give up the nomadic life, return to tin cans speeding on the motorway, rush and responsibility.   "
159,"   I envied Greg and Mandy when they left. It was strange not to be riding off. I had to wait for the Tourist Information Centre to open at 10. I obtained a train time table from them, and phoned Patricia to ask her not to lock up, I'd be there in 10 minutes. But there was a head wind, and when I reached the youth hostel, it was locked and there wasn't a soul in sight. I hadn't finished packing, and Patricia still had my youth hostel card and certificate. When I phoned, there was an answering machine saying that the hostel would only open at 5. The wind was blowing hard and there were drops of freezing rain. Maybe I didn't envy Mandy and Greg all that much after all. Patricia strolled nonchalantly by with letters to post. Pete's cell phone chose that moment to run out of credit. It wasn't surprising. I think he'd put all his savings into it, but I'd used it so much. I rode back to the TIC at JOG, and they gave me the number of a taxi to phone. The dear man answered straight away, and my luck took a turn for the better. He would pick me up in 10 minutes and could get me to the station at Thurso before the train left at 12.35. He came with a van and loaded my bike. He'd lived in John O'Groats all his life and had been in the Merchant Navy till he retired three years ago. He gave me the history of the place, told me about the crops we passed, showed me where the Queen Mother's castle was, pulled into the station at the same time as the train and watched to see that I got on. It was a long day and night, and I was still in my cycling gear. We changed at Inverness and again at Edinburgh, where my bike was in the guard's van, on a bracket on the wall in wheelie position. At 7 in the morning we pulled into Euston, from where I found my way to Paddington and the train to Maidenhead. The end.   "
160,"At this point in our life we were just looking to do it because it was out there.  We hadn't done a lot of research.  We just thought it would be a great experience.  Two years went by, I had sort of forgot our dream of biking across the country and Ryan was planning on getting married.                  Then Bob called me up in May of 2003 and said, ""Still want to bike across the country?"" I said, ""Why not?"" We immediately began planning.  It was a good thing we started planning for our trip over a year in advance because we really didn't know much about biking let alone biking across the country.  Ryan and his wedding took him out of the picture.  It was down to me and Bob.   Thank god for the Internet because it has a wealth of information.  Adventure Cycling was also an amazing source of information for this trip.  Another bit of advice is to spend hours reading journals of other people who have done it before.  I learned so much from reading journal after journal.  This trip would have also been impossible without the help of the guys over at the Peddlers Shop ( http://peddlershop.com ) in Deptfor, New Jersey.   "
161,"On that fateful day we also decided that if we were riding across the country we should also try to raise money for a good cause. We got in contact with several charities and finally picked Oxfam. Oxfam is a nonprofit organization which seeks to end social injustice and hunger in American and around the world.  Unfortunately the economy has been down and big coorperations are not very interested in donating to grass root charities like us. As of April of 2004 we raised a little less then $3000 for Oxfam.
"
162,"Bike: Trek T500 (touring specific road bike)             Front Panniers- MSR whisper lite stove and fuel, water filtration system, MSR cookset, Food sack (rice,oatmeal,lipton soup,bread,peanut butter), personal hygeine, Camera, deck of cards, hacky sack, and a harmonica.          Rear Panniers- Medkit, Spare tubes, patch kit, tire levers, bike multi tool, clothes: three pairs of biking shorts, three jersies, three pair of bike socks, leg warmers, rain jacket, long sleeve polytec shirt, vest for cool mornings, pair of regular shorts and shirt, bike gloves, fuel length bike gloves, mid/light weight jacket, sunglasses.          Rear Rack- Kelty two person ultra light tent, Slumberjack sleeping bag, Self inflating air mattress.         "
163,
164,
165,
166,
167,    
168,
169,    
170,    
171,  
172,  
173,  
174,  
175,  
176,
177,
178,
179,
180,
181,
182,
183,
184,
185,
186,
187,
188,
189,
190,
191,
192,
193,
194,
195,
196,
197,
198,
199,
200,
201,
202,
203,
204,
205,
206,
207,
208,
209,
210,
